cluster_id,accident_count,center_latitude,center_longitude,deaths,injuries,avg_severity,predominant_hour,predominant_day,predominant_cause,radius_km,density_score,risk_category,heat_intensity
12,239,-25.062773501589955,-50.23400368154812,19,237,8.518644187054228,17,3,Ausência de reação do condutor,50.43229257920609,0.09393117608857215,baixo,0.05500905303050728
13,461,-20.059150076464206,-42.131392286399134,38,608,12.18994858758628,18,5,Acessar a via sem observar a presença dos outros veículos,75.80790463236684,0.08020406412592056,baixo,0.046970024229279685
14,40,-15.568863838497501,-47.323522830875,0,42,7.24047619047619,6,5,Ausência de reação do condutor,11.871292068593554,0.28183388530036135,baixo,0.1650507934411742
15,177,-26.959483750282487,-52.537918264293786,13,215,10.515774714927257,18,5,Acessar a via sem observar a presença dos outros veículos,31.036546059323197,0.18355908154746164,baixo,0.10749797534265089
16,899,-7.154442759121245,-34.917896995695216,50,1061,10.868343132581174,18,0,Ausência de reação do condutor,55.237197821693556,0.294546658015472,baixo,0.17249579325455763
17,48,-16.236381133958332,-42.4280427825,9,71,11.501554936395364,7,4,Reação tardia ou ineficiente do condutor,19.570246334161332,0.12500177685476416,baixo,0.07320497472987496
18,122,-24.833701820491804,-48.210285664836064,4,126,7.3723653395784545,10,4,Reação tardia ou ineficiente do condutor,20.945442076152926,0.2774546216259207,baixo,0.16248615880405728
19,128,-12.74027150921875,-60.136387683828126,3,153,7.811848958333333,11,4,Acessar a via sem observar a presença dos outros veículos,15.095884029594052,0.5592310564429317,baixo,0.32750330743403194
20,100,-25.355825199,-52.365820367999994,10,129,10.393690476190477,13,4,Ausência de reação do condutor,30.01694922308949,0.11086262600331312,baixo,0.06492464298719129
21,32,-13.12848512,-39.990061710937496,2,40,9.166666666666666,14,6,Velocidade Incompatível,11.237999255954362,0.25138926491325936,baixo,0.1472214655533963
22,80,-16.000451251125,-54.934785380375004,6,86,10.374305555555555,18,4,Reação tardia ou ineficiente do condutor,21.961104418332503,0.16553204544455064,baixo,0.09694077563259054
23,110,-24.560585959545456,-47.88301738145455,12,109,9.503354978354979,7,2,Ausência de reação do condutor,22.266569669018917,0.22141701361022703,baixo,0.12966877186820794
24,48,-21.836829379583335,-42.70242602166667,4,59,9.559027777777777,18,3,Ausência de reação do condutor,16.652653739510743,0.17246900513521618,baixo,0.10100327755564203
25,42,-19.733650989761905,-45.89492077738095,10,56,14.396187146187147,17,3,Velocidade Incompatível,13.52249496853157,0.2284373247675537,baixo,0.1337800870334721
26,15,-15.505489171333332,-41.240984131333335,3,17,13.196825396825398,14,0,Reação tardia ou ineficiente do condutor,6.758580138671798,0.3213477376158594,baixo,0.18819134898381165
27,83,-23.245686602409638,-50.01977223036144,9,90,11.008032128514056,17,3,Reação tardia ou ineficiente do condutor,22.236938627139708,0.1675138428647388,baixo,0.09810137857532444
28,70,-10.273805639428572,-48.29855730242857,5,83,12.477891156462585,19,5,Ausência de reação do condutor,9.422938783941166,0.7795814231975297,baixo,0.45654741733281246
29,29,-14.67393375689655,-40.504885004827585,2,27,8.114942528735632,9,5,Acessar a via sem observar a presença dos outros veículos,10.60729132626353,0.25547367932999854,baixo,0.14961342718535875
30,1101,-29.87212143758401,-51.11310363520436,38,1120,7.084090221011202,18,6,Ausência de reação do condutor,95.38310684930515,0.12100314479157635,baixo,0.07086324994399584
31,276,-7.241895761449275,-35.8676011482971,14,322,10.49537037037037,17,6,Acessar a via sem observar a presença dos outros veículos,30.09959934672869,0.3043046268221228,baixo,0.1782103669020646
32,249,-19.763245994297186,-47.935371352851405,9,260,9.307898259705489,18,1,Ausência de reação do condutor,35.18815486385968,0.20093507554711756,baixo,0.11767390430667816
33,819,-12.54890192493895,-38.694969706202684,56,938,9.315114883723906,7,0,Ausência de reação do condutor,62.25870084528219,0.2112378630341438,baixo,0.12370754092059069
34,10,-21.486973847999998,-54.299595427,0,5,2.5,1,6,Ausência de reação do condutor,4.95183838183062,0.3918387302664754,baixo,0.22947309285588266
35,43,-17.917219587906978,-39.8381982944186,10,52,15.472868217054264,9,5,Ingestão de álcool pelo condutor,13.474117857400389,0.23554951385389633,baixo,0.1379452088056588
36,16,-8.34927084,-36.455207335625,6,22,23.74404761904762,7,2,Transitar na contramão,7.04100571601698,0.31635707555722375,medio,0.18526866021025729
37,160,-25.4823084904375,-50.3877874220625,18,164,9.728025793650794,6,6,Reação tardia ou ineficiente do condutor,57.16556825460737,0.0489460958177131,baixo,0.02866437420025493
38,44,-13.83582971068182,-40.11841646204545,3,58,7.907617845117844,9,6,Reação tardia ou ineficiente do condutor,15.49418180295912,0.18251985016149194,baixo,0.10688936873510804
39,56,-27.39849551142857,-53.394547800178565,2,69,7.955357142857143,10,5,Acessar a via sem observar a presença dos outros veículos,15.862784945159657,0.2216698541816677,baixo,0.12981684326454102
40,46,-27.396948510869567,-51.217475245869565,4,54,8.365942028985506,14,6,Acessar a via sem observar a presença dos outros veículos,10.268590984337724,0.43215227667885453,baixo,0.2530819744305719
41,17,-19.519462003529412,-48.84382465294117,2,17,7.869747899159663,17,5,Reação tardia ou ineficiente do condutor,8.97603777475323,0.20841186033300163,baixo,0.12205254479550331
42,26,-28.22057831576923,-51.54796334307692,3,31,13.876068376068377,18,5,Acessar a via sem observar a presença dos outros veículos,9.358446221689913,0.29351827316827567,baixo,0.1718935387214956
43,309,-19.38126758751262,-40.09445029682428,19,398,10.307408049519701,7,5,Acessar a via sem observar a presença dos outros veículos,38.169320597591174,0.21194912439414765,baixo,0.12412407795866746
44,43,-11.267472724186046,-37.450498197209306,5,40,9.496124031007751,8,4,Acessar a via sem observar a presença dos outros veículos,9.5296904499618,0.4683330606789349,baixo,0.27427058026543366
45,29,-8.420935705517241,-37.06358357241379,7,33,14.355500821018062,20,6,Animais na Pista,10.437842413266297,0.26375972107459406,baixo,0.1544659940190972
46,298,-16.083482525704696,-47.9664310359396,16,295,8.866331096196868,7,5,Reação tardia ou ineficiente do condutor,28.051666515337335,0.3782225092658438,baixo,0.22149900529210542
47,426,-3.907871376455399,-38.50365502424883,25,478,10.109919618722436,7,2,Condutor deixou de manter distância do veículo da frente,43.34336335556082,0.22663828191701918,baixo,0.13272651091859528
48,199,-5.189716809346734,-37.33440139894473,15,227,11.597870303900454,18,1,Acessar a via sem observar a presença dos outros veículos,19.835880137684168,0.5044844090182187,baixo,0.29544194765089904
49,12,-9.8908242675,-36.14660915583333,3,8,15.972222222222223,20,6,Velocidade Incompatível,4.790244596753222,0.501118260081736,baixo,0.29347062489027526
50,20,-20.8370748325,-41.1755596995,0,23,14.5,18,4,Acessar a via sem observar a presença dos outros veículos,7.3808167745566005,0.3605132942598094,baixo,0.2111279316192174
51,29,-12.568839259655173,-39.487337753793106,1,43,7.467500077454534,8,1,Ausência de reação do condutor,11.618660623027688,0.21324583932338795,baixo,0.1248834750329761
52,36,-19.27435847611111,-48.123142236944446,5,30,14.356481481481483,10,6,Ausência de reação do condutor,12.991014093030767,0.21205603699146774,baixo,0.1241866893405378
53,389,-19.80984308059126,-43.49449802241645,38,562,12.262305157710044,18,6,Velocidade Incompatível,61.2767369256723,0.10357207883569487,baixo,0.06065506910911314
54,165,-31.722806119333335,-52.38089164648485,8,163,8.474314574314574,17,1,Acessar a via sem observar a presença dos outros veículos,22.70146959362792,0.3195465325859291,baixo,0.18713650662863
55,217,-8.775726467142857,-63.84034196175115,4,213,6.923963133640553,17,6,Ausência de reação do condutor,22.691432452746152,0.42062324960660297,baixo,0.24633021332188926
56,153,-29.13697347130719,-51.14041255647059,2,151,7.388888888888889,7,4,Reação tardia ou ineficiente do condutor,25.352004037047838,0.23767946226263448,baixo,0.13919257363007068
57,91,-17.873334264835165,-41.51965296395605,1,105,10.103087388801676,7,4,Ausência de reação do condutor,15.629529237411807,0.3710012624971807,baixo,0.21727001590875952
58,90,-16.36256323611111,-39.575849251222216,5,131,10.779232804232805,7,1,Acessar a via sem observar a presença dos outros veículos,13.115710800616181,0.5201654571252999,baixo,0.30462526295489334
59,115,-12.513489290608696,-55.69630120139131,8,115,8.838854382332643,6,5,Reação tardia ou ineficiente do condutor,36.22496729294534,0.08756912451954116,baixo,0.05128323539767317
60,24,-3.19484514625,-52.20952637583333,2,32,12.152777777777777,22,6,Reação tardia ou ineficiente do condutor,9.567817101462081,0.2593385541796676,baixo,0.1518768195372361
61,104,-10.439476243365384,-62.47556878355769,5,125,9.697115384615385,19,4,Acessar a via sem observar a presença dos outros veículos,13.204039756272362,0.5931107926972311,baixo,0.347344347287669
62,176,-10.890755486761364,-37.15510670255682,10,188,9.744047619047619,18,4,Condutor deixou de manter distância do veículo da frente,21.87136307357026,0.3671588716685534,baixo,0.2150197909072479
63,616,-23.418675945925322,-51.35828876337662,25,678,9.688946222428365,18,4,Ausência de reação do condutor,47.5519832792221,0.2723023692585712,baixo,0.1594688376599588
64,482,-5.123767372184233,-42.72424270281411,38,533,11.693275373773298,18,5,Ausência de reação do condutor,42.28513978207805,0.26941928265251225,baixo,0.15778041140354002
65,37,-21.800252151621624,-46.443023618648645,4,41,13.087837837837839,14,6,Reação tardia ou ineficiente do condutor,9.978611785465185,0.3678931013539486,baixo,0.21544977891956016
66,104,-25.337734299519234,-51.28683800346153,17,133,10.615560721329953,12,6,Reação tardia ou ineficiente do condutor,28.453981033411385,0.12829542897923285,baixo,0.07513384107567794
67,253,-9.379640373003951,-40.497136046917,14,257,9.472332015810277,17,5,Acessar a via sem observar a presença dos outros veículos,24.995321150930017,0.4043044330992928,baixo,0.2367734007701197
68,100,-5.363552336400001,-49.098990654299996,9,95,11.525952380952381,18,5,Ausência de reação do condutor,14.30589229547588,0.486242842202463,baixo,0.2847591120034326
69,31,-14.572027008709677,-56.243099043225804,2,27,6.853814644137225,17,0,Reação tardia ou ineficiente do condutor,12.204724494348206,0.20672827171514543,baixo,0.12106658231299505
70,13,-27.297176466923077,-50.4194826223077,8,12,21.14102564102564,18,0,Transitar na contramão,5.8159035586632,0.3732978957992886,medio,0.2186149966528328
71,89,-7.1914670492134825,-48.2290403411236,6,95,9.814874264312467,7,1,Acessar a via sem observar a presença dos outros veículos,14.01130342434416,0.45105170742380957,baixo,0.2641500759000489
72,16,-17.862850038125,-50.745720054375,0,16,4.270833333333333,20,3,Reação tardia ou ineficiente do condutor,6.722901701207673,0.3463397826982912,baixo,0.2028274771632775
73,13,-9.628631793846154,-54.87969379846153,1,12,11.487179487179487,13,2,Reação tardia ou ineficiente do condutor,3.3174031456123947,1.082867372748836,baixo,0.6341612147640714
74,369,-23.81732806325203,-46.97206799905149,17,323,7.938508194605756,19,5,Ausência de reação do condutor,59.878389772196,0.102888072038011,baixo,0.06025449320051875
75,317,-25.373626409369084,-54.28080916618296,20,375,9.479925699957246,8,5,Ausência de reação do condutor,63.82316659581655,0.07780293171315883,baixo,0.04556384551708799
76,46,-24.719048293695653,-53.74045818652174,7,41,10.952380952380953,17,6,Ingestão de álcool pelo condutor,15.383638303758937,0.1935568073926923,baixo,0.1133529582578672
77,233,-21.75078975918455,-41.354455771373395,20,295,11.08501941549152,17,5,Acessar a via sem observar a presença dos outros veículos,25.85516042256411,0.3480264626688242,baixo,0.20381525003920803
78,102,-29.4761043172549,-51.954538996372555,6,108,9.975256769374417,7,5,Ausência de reação do condutor,23.679633583101246,0.18158349999158474,baixo,0.10634101260569069
79,13,-20.115706784615384,-54.43783366461538,0,12,7.435897435897435,9,6,Reação tardia ou ineficiente do condutor,6.142839950569056,0.33561826847355447,baixo,0.19654862099309875
80,214,-20.48097811962617,-54.59423556719626,17,216,9.991766800178016,18,4,Ausência de reação do condutor,30.21277425414789,0.23418390617226123,baixo,0.13714546596727362
81,160,-2.6419551430625,-44.2940101385,3,164,7.546073717948718,17,1,Reação tardia ou ineficiente do condutor,22.970205232317202,0.30266897565222783,baixo,0.17725247809782646
82,38,-29.187320515526313,-52.19609324789474,7,62,12.464836333257386,14,6,Reação tardia ou ineficiente do condutor,11.68403895705318,0.2763299414945673,baixo,0.1618275107218738
83,32,-13.548309749375,-40.067194123125,3,32,11.536458333333334,15,4,Acessar a via sem observar a presença dos outros veículos,14.709662357245085,0.1472116051832441,baixo,0.08621174921301118
84,80,-24.031858390125002,-51.083484001375,6,90,10.594047619047618,10,0,Reação tardia ou ineficiente do condutor,28.38795109452622,0.09914785303717386,baixo,0.058064103237033635
85,17,-29.006905852894118,-52.33746397452353,3,33,13.764705882352942,15,6,Reação tardia ou ineficiente do condutor,7.826210348037833,0.2730942628799879,baixo,0.15993259548807284
86,83,-27.80177065746988,-50.33759664975903,4,98,6.66092943201377,18,5,Reação tardia ou ineficiente do condutor,14.518324057453706,0.39191293154939083,baixo,0.22951654746250844
87,10,-22.649771797,-54.807087624999994,1,12,9.166666666666666,2,0,Reação tardia ou ineficiente do condutor,4.514717363668037,0.46766838079678336,baixo,0.27388132280685457
88,30,-11.487449720999999,-37.773433231666665,1,27,8.71111111111111,14,0,Ausência de reação do condutor,10.551540619885992,0.26705832977673755,baixo,0.15639776309278583
89,10,-3.6907345730000003,-38.895406795999996,1,9,8.476190476190476,11,5,Ultrapassagem Indevida,5.004526272361845,0.38394667929234705,baixo,0.22485125941747316
90,40,-13.049291745249999,-55.9136341655,0,39,4.734523809523809,6,0,Acessar a via sem observar a presença dos outros veículos,10.982037610074356,0.328933437253889,baixo,0.19263377343795027
91,18,-18.90307469444444,-54.83505614277778,1,23,8.160934744268078,8,5,Acessar a via sem observar a presença dos outros veículos,6.930400081872234,0.367118835894065,baixo,0.2149963446976543
92,26,-26.397293807346156,-50.191637539615385,1,20,5.714285714285714,18,6,Acessar a via sem observar a presença dos outros veículos,8.017527897022438,0.3982797160624625,baixo,0.23324513685633358
93,205,-26.192696603658536,-49.69408154312195,11,240,6.754703832752614,18,4,Acessar a via sem observar a presença dos outros veículos,26.82680342397725,0.2844546049796628,baixo,0.16658556936776164
94,25,-27.5826530256,-50.3623789456,2,35,8.08,16,6,Acessar a via sem observar a presença dos outros veículos,8.887414405985176,0.3125541702333697,baixo,0.18304155916307538
95,358,-18.840941062969552,-48.24986938603994,23,361,9.844706038840117,17,5,Ausência de reação do condutor,45.816184537982146,0.17046622505164732,baixo,0.0998303865048412
96,32,-15.8030218446875,-55.558577698125,2,26,12.10619918699187,16,0,Reação tardia ou ineficiente do condutor,9.478250852031424,0.3522784298254628,baixo,0.20630533582907354
97,207,-14.866960576086957,-40.843356767391306,11,241,9.343110190936278,18,5,Acessar a via sem observar a presença dos outros veículos,21.6158189113046,0.4420775595709141,baixo,0.25889453247240096
98,20,-21.248906225,-41.784626514500005,0,21,7.241666666666667,12,1,Velocidade Incompatível,6.834888545951171,0.41914924015114596,baixo,0.24546698699300518
99,16,-21.999636395,-44.924412493125,1,16,10.0,12,2,Acessar a via sem observar a presença dos outros veículos,5.640738277994474,0.48753839192962,baixo,0.28551782669872866
100,202,-18.869880313168316,-41.97215779252475,4,298,10.557788968552028,18,0,Acessar a via sem observar a presença dos outros veículos,23.16720115679097,0.3756607471967836,baixo,0.2199987567976589
101,147,-29.699388163945574,-53.81777992496598,8,150,9.18804664723032,18,0,Acessar a via sem observar a presença dos outros veículos,17.395680796660333,0.4841742374325054,baixo,0.2835476719445702
102,20,-17.3823904535,-49.2360086875,1,19,11.383333333333333,15,2,Ausência de reação do condutor,7.08931648534334,0.39017988835135126,baixo,0.22850162282135178
103,15,-10.952733555333333,-38.78331062866666,3,20,13.655555555555557,10,0,Ingestão de álcool pelo condutor,6.847614294983761,0.3132189580139855,baixo,0.1834308798103911
104,77,-12.633136557662338,-39.071333514415585,13,83,12.257575757575758,8,0,Acessar a via sem observar a presença dos outros veículos,27.55661512491736,0.10126688327960306,baixo,0.05930507403962554
105,77,-24.303034274025975,-47.50714501324675,7,69,9.543599257884972,14,1,Reação tardia ou ineficiente do condutor,21.213810332228107,0.17072196033787587,baixo,0.09998015313725996
106,123,-16.476810571463414,-54.66349624065041,8,117,9.536391792489352,19,5,Ausência de reação do condutor,17.278231911393405,0.41063333624186565,baixo,0.24047980564113347
107,166,-18.596236155421686,-39.89492925259036,12,214,10.305403431909456,19,6,Acessar a via sem observar a presença dos outros veículos,41.1557078563012,0.0979471060037336,baixo,0.05736090798292061
108,42,-17.400058538095237,-41.51040809095238,8,54,13.806878306878307,11,6,Reação tardia ou ineficiente do condutor,16.659696647123365,0.15078326933964847,baixo,0.0883034281546391
109,32,-30.1316294725,-51.9672194728125,1,55,8.860164141414142,0,0,Acessar a via sem observar a presença dos outros veículos,9.3595545077367,0.36116867626185384,baixo,0.21151174394657193
110,232,-24.970017969482758,-53.46965189706897,20,296,9.892885453824812,19,4,Ausência de reação do condutor,22.990640792574776,0.4380916422468193,baixo,0.256560253837908
111,10,-27.459222558,-53.933191647,3,14,13.05,15,0,Acessar a via sem observar a presença dos outros veículos,3.948209372622925,0.602832447435945,baixo,0.3530376542740728
112,284,-16.762826393133803,-49.22862443422535,13,309,9.31385196702098,7,4,Ausência de reação do condutor,39.639262755581946,0.18063042095109966,baixo,0.10578285952315213
113,207,-15.669625427391304,-56.092324518550726,14,220,9.370945479641131,18,0,Ausência de reação do condutor,33.14682811300262,0.18823106388528116,baixo,0.11023403524183034
114,13,-17.735046596923077,-46.199232486153846,1,31,13.423076923076923,11,0,Acessar a via sem observar a presença dos outros veículos,6.14446913427546,0.3354449079200993,baixo,0.19644709559678705
115,28,-15.568882859285713,-54.32597122642857,1,29,8.47704081632653,6,4,Acessar a via sem observar a presença dos outros veículos,10.511012110881023,0.2511630292552098,baixo,0.14708897483168631
116,23,-16.567810098695652,-41.50378428391304,3,31,10.476190476190476,14,1,Acessar a via sem observar a presença dos outros veículos,8.720436978011241,0.2985228786038081,baixo,0.17482439317540316
117,25,-23.8737152212,-50.20687460400001,4,31,21.126666666666665,18,0,Velocidade Incompatível,11.358964579342992,0.19226912561353995,medio,0.11259885128055207
118,526,-16.225183079353613,-48.72488309418251,27,562,9.940340394713019,7,6,Reação tardia ou ineficiente do condutor,80.60156671932398,0.08095281079570966,baixo,0.0474085138445487
119,94,-26.7211369143617,-53.4800863287234,6,118,9.8096926713948,17,5,Ingestão de álcool pelo condutor,22.131567277887232,0.1915215956111552,baixo,0.11216107418400743
120,57,-28.85899726982456,-51.57903517035088,7,64,10.753132832080201,17,4,Acessar a via sem observar a presença dos outros veículos,15.549124865458166,0.23478502029407294,baixo,0.137497497315981
121,43,-3.695597943255814,-40.97147224511628,5,35,12.55232558139535,11,4,Ausência de reação do condutor,10.062426035751358,0.4205279538295041,baixo,0.2462744051155588
122,206,-20.794866697233008,-49.37533363121359,9,214,7.787833256279859,7,6,Ausência de reação do condutor,30.896614115002215,0.21557119647644973,baixo,0.12624527736819893
123,113,-18.603876898185842,-49.153318247393806,9,118,8.501685630004214,4,1,Reação tardia ou ineficiente do condutor,42.53633992225787,0.06241920669234591,baixo,0.03655465197011615
124,88,-10.135335424659091,-54.94891256829545,8,70,8.316107503607505,7,6,Reação tardia ou ineficiente do condutor,29.19029652875584,0.10315642103039603,baixo,0.060411646816256215
125,239,-15.639085419665271,-47.74126326535565,8,225,7.677525403466825,7,0,Ausência de reação do condutor,30.646830391366755,0.25419360606927854,baixo,0.1488637759959019
126,22,-28.816616515909093,-52.486227491818184,1,26,6.425324675324675,18,0,Acessar a via sem observar a presença dos outros veículos,7.233298635893319,0.41259843704388266,baixo,0.24163063051877062
127,13,-14.521295653076923,-49.15613520846154,3,19,9.961538461538462,7,3,Acessar a via sem observar a presença dos outros veículos,6.090481209345763,0.3412614371256962,baixo,0.19985343816426931
128,10,-22.241921303,-49.920528287,0,9,6.583333333333333,11,2,Acumulo de óleo sobre o pavimento,2.442698097921033,1.4353845845241335,baixo,0.840606388818196
129,15,-15.875288486666667,-50.872737058,2,16,7.174603174603175,0,0,Ausência de reação do condutor,3.7374073576410125,1.0021235829182402,baixo,0.5868751101752483
130,10,-11.339768049,-61.863818435,0,15,7.166666666666666,15,3,Ultrapassagem Indevida,5.652623492903642,0.30347031335066593,baixo,0.17772176667467937
131,41,-27.64987276707317,-52.26326066804878,1,40,6.036585365853658,17,4,Acessar a via sem observar a presença dos outros veículos,5.704532201679668,1.2223594841156793,baixo,0.7158521854411612
132,74,-27.132403248513512,-51.59815189351351,9,88,10.802123552123552,7,6,Ingestão de álcool pelo condutor,26.083556887058226,0.10860760154728434,baixo,0.06360402969294479
133,23,-19.417872589999998,-42.49345009521739,1,28,10.96790890269151,20,3,Ultrapassagem Indevida,9.758109543764292,0.23903379993556545,baixo,0.1399857163966557
134,13,-9.758899413076923,-63.09889202461538,0,12,5.282051282051283,7,6,Ausência de reação do condutor,6.50616062213159,0.30002220597526935,baixo,0.17570244647273472
135,152,-29.229693121776318,-51.518866062368424,5,178,8.328947368421053,18,5,Reação tardia ou ineficiente do condutor,28.084266151716943,0.19247181805291655,baixo,0.11271755435242713
136,32,-19.9539460225,-48.950015884375,6,42,12.1875,10,3,Acessar a via sem observar a presença dos outros veículos,12.813083679645375,0.19373378558592066,baixo,0.1134566022578887
137,29,-26.246869614827585,-51.14222969862069,6,36,16.551724137931036,17,6,Acessar a via sem observar a presença dos outros veículos,11.383491696353031,0.22207947327906996,baixo,0.13005672909999635
138,94,-26.411131066276596,-49.25413032925532,10,121,13.032928064842958,7,0,Reação tardia ou ineficiente do condutor,21.238552734835046,0.20792958391149496,baixo,0.12177010854429522
139,14,-6.265474204285715,-36.51967616642857,0,18,7.023809523809524,10,0,Acessar a via sem observar a presença dos outros veículos,4.015719431748943,0.8174703907363418,baixo,0.47873638920992767
140,58,-32.08463268413793,-52.17724801637931,0,51,5.442939244663383,17,3,Reação tardia ou ineficiente do condutor,13.84984839655194,0.300801323407952,baixo,0.17615872216261877
141,18,-13.137839873333334,-60.54214214388888,0,20,9.037037037037036,18,0,Acessar a via sem observar a presença dos outros veículos,5.526147663600247,0.5707344858211423,baixo,0.3342400777274433
142,48,-17.616954350416666,-49.183735247708334,3,60,10.526643990929704,9,4,Reação tardia ou ineficiente do condutor,18.087326114544872,0.14627396066916937,baixo,0.08566263507491219
143,20,-10.671763832,-37.032541734,0,38,5.159798534798535,8,5,Acessar a via sem observar a presença dos outros veículos,5.365758442003491,0.6713354994300553,baixo,0.39315519753087513
144,59,-26.895121336779663,-52.00777673559322,4,75,11.189870863599678,13,4,Ausência de reação do condutor,19.260523455599806,0.1586158956352653,baixo,0.09289046063102849
145,12,-28.72341538666667,-52.560907405833326,3,19,16.527777777777775,0,2,Condutor Dormindo,4.809023738424202,0.49737408622402485,baixo,0.2912779188381328
146,13,-13.50399930076923,-56.04676327846153,3,16,12.784493284493285,3,0,Ultrapassagem Indevida,5.615340324640432,0.3996059644009391,baixo,0.23402182962460136
147,650,-5.839189691461539,-35.27766025866154,16,753,9.071904761904761,7,0,Ausência de reação do condutor,33.03404947671752,0.5951027121884254,baixo,0.34851087803375785
148,52,-7.987393057692308,-38.29169466692308,5,76,15.400122549019606,19,6,Acessar a via sem observar a presença dos outros veículos,12.954627682149383,0.30801603731701754,baixo,0.18038388569777447
149,41,-29.7675817997561,-57.04661912609756,0,42,6.089430894308943,18,1,Acessar a via sem observar a presença dos outros veículos,9.149773491676973,0.4839565171524446,baixo,0.28342016809621645
150,27,-29.564014567037038,-50.04519922296296,1,32,8.287037037037036,8,6,Ausência de reação do condutor,10.639706161774285,0.23642039099442794,baixo,0.13845522186842923
151,157,-3.7545952350318474,-38.64506857324841,7,181,10.098877767667576,18,1,Ausência de reação do condutor,22.21874190746682,0.31738170719966285,baixo,0.18586871674848823
152,13,-20.999260253076923,-54.50475581230769,0,15,6.153846153846154,18,2,Acessar a via sem observar a presença dos outros veículos,5.463028456359175,0.42146652310313554,baixo,0.24682406082195932
153,31,-9.416591008064517,-36.66640692935484,1,52,12.760752688172042,18,0,Acessar a via sem observar a presença dos outros veículos,9.876400139261454,0.31458258839137615,baixo,0.18422946467717868
154,37,-18.940868607027028,-39.97633295162162,2,45,12.094594594594595,19,4,Acessar a via sem observar a presença dos outros veículos,9.425256005800858,0.41186413248725984,baixo,0.24120059865951105
155,72,-17.801961640416668,-50.92902959027778,1,67,7.026895943562611,12,4,Reação tardia ou ineficiente do condutor,12.882817417250017,0.43122297602616133,baixo,0.25253774672030577
156,10,-30.996125065,-52.034239406,1,9,9.2,19,0,Acessar a via sem observar a presença dos outros veículos,4.7700774303146725,0.42098813280787073,baixo,0.2465439004085872
157,15,-27.296366475333336,-50.096000552666666,3,17,14.933333333333334,7,5,Velocidade Incompatível,7.3739120647200265,0.27088241993781415,baixo,0.1586372706473995
158,50,-17.2191198314,-46.8659126578,4,56,9.4,18,0,Acessar a via sem observar a presença dos outros veículos,12.465168323863384,0.319733119855025,baixo,0.18724577800590772
159,15,-28.652784569333335,-53.582390646,2,12,11.633333333333333,16,0,Desrespeitar a preferência no cruzamento,7.5625143867330245,0.2577690569141516,baixo,0.15095767254147618
160,148,-9.51807387,-35.89095166013514,18,169,14.09041184041184,15,5,Velocidade Incompatível,25.933228136084942,0.2197370419545712,baixo,0.1286849275926015
161,79,-28.507953398987343,-50.94120268189874,2,96,5.991561181434599,18,1,Acessar a via sem observar a presença dos outros veículos,13.715860041060948,0.417713557600047,baixo,0.2446262061055828
162,21,-29.978864528571428,-52.37294627761904,1,27,8.777777777777779,18,3,Acessar a via sem observar a presença dos outros veículos,5.921717864336798,0.5822538595076086,baixo,0.34098618550958726
163,45,-24.053283613333335,-52.424729035111106,8,62,12.174074074074074,19,2,Reação tardia ou ineficiente do condutor,10.12763769158156,0.43449275705798096,baixo,0.2544526334029542
164,35,-18.181693684285715,-47.94032947885714,2,27,8.95374149659864,19,6,Acessar a via sem observar a presença dos outros veículos,10.314458511326947,0.32592079446318833,baixo,0.19086947500225984
165,12,-18.898900083333334,-46.95013871,4,12,14.083333333333334,20,3,Reação tardia ou ineficiente do condutor,5.543720777962265,0.37815713865490636,baixo,0.2214607222049193
166,27,-10.200268292592591,-48.878554899259264,2,28,12.086419753086421,12,3,Acessar a via sem observar a presença dos outros veículos,5.997797188528238,0.7302513440269967,baixo,0.4276581703959681
167,129,-10.881135412790698,-61.95302705031008,2,146,7.108711701734958,17,4,Reação tardia ou ineficiente do condutor,14.646491608245007,0.5985531260740334,baixo,0.35053154900067557
168,33,-9.793403894545454,-36.10397866424242,1,25,6.767676767676767,6,2,Acessar a via sem observar a presença dos outros veículos,6.272767792343216,0.8178921942418944,baixo,0.478983410618278
169,27,-20.271291385555557,-41.797284269629635,3,40,17.530864197530864,16,0,Transitar na contramão,9.843866179205321,0.27578683134773346,baixo,0.16150944832648317
170,35,-24.450125210285716,-50.75424161685714,5,35,14.019047619047619,6,4,Velocidade Incompatível,11.517585096024291,0.26186870046735305,baixo,0.15335855283506036
171,14,-10.432359956428572,-40.179609608571425,0,25,7.773809523809524,6,2,Ingestão de álcool pelo condutor,5.8654914824544075,0.3954356520045214,baixo,0.23157956343225639
172,82,-6.781815736435367,-43.003479482217074,3,89,12.932926829268293,18,5,Ausência de reação do condutor,10.100780750263185,0.7959173573300695,baixo,0.46611425450466265
173,17,-6.7582287570588235,-37.79109363529412,2,23,16.549019607843135,19,3,Acessar a via sem observar a presença dos outros veículos,6.826571347678425,0.35712727885373174,baixo,0.2091449744287378
174,37,-1.337422283783784,-47.57876689567568,5,47,14.036913536913534,16,4,Ausência de reação do condutor,10.931077648926436,0.3070833542074794,baixo,0.1798376771143233
175,34,-14.245772263529412,-56.121521861764705,0,48,7.072192513368983,11,0,Ausência de reação do condutor,14.825519937472771,0.1539882680046735,baixo,0.09018037624438537
176,14,-17.318793045714283,-53.212453450714285,0,16,5.547619047619048,16,6,Acessar a via sem observar a presença dos outros veículos,3.724687829714112,0.9412840820559153,baixo,0.5512455836575623
