highway,km_start,km_end,segment_id,accident_count,state,primary_city,deaths,injuries,center_latitude,center_longitude,avg_severity,top_cause,top_accident_type,top_weather,avg_hour,accidents_per_km,deaths_per_km,risk_score,danger_rank,risk_category,segment_label
392,300.0,310.0,BR392_km300,1,RS,SAO SEPE,0,1,-30.14233601,-53.60049402,30.0,Ausência de reação do condutor,Tombamento,Céu Claro,7.0,0.1,0.0,113.53480243630023,788.5,extremo,BR-392 km 300-310 (RS)
392,310.0,320.0,BR392_km310,4,RS,SAO SEPE,0,4,-30.0292822325,-53.678058642500005,4.166666666666666,Ausência de reação do condutor,Saída de leito carroçável,Céu Claro,9.75,0.4,0.0,27.577788640941026,2906.5,baixo,BR-392 km 310-320 (RS)
392,320.0,330.0,BR392_km320,5,RS,SAO SEPE,1,5,-29.955728377999996,-53.699866362,21.333333333333336,Transitar na contramão,Atropelamento de Pedestre,Céu Claro,17.4,0.5,0.1,93.8532681635319,1158.5,extremo,BR-392 km 320-330 (RS)
392,330.0,340.0,BR392_km330,3,RS,SANTA MARIA,0,2,-29.849334,-53.75198399999999,2.3333333333333335,Ausência de reação do condutor,Colisão traseira,Chuva,11.0,0.3,0.0,17.767993638626294,3081.0,baixo,BR-392 km 330-340 (RS)
392,340.0,350.0,BR392_km340,10,RS,SANTA MARIA,0,12,-29.769576567,-53.785091993,10.733333333333334,Ausência de reação do condutor,Colisão com objeto,Céu Claro,11.1,1.0,0.0,70.11061073918437,1795.0,alto,BR-392 km 340-350 (RS)
392,350.0,360.0,BR392_km350,25,RS,SANTA MARIA,1,29,-29.7231189536,-53.8060186688,7.333333333333334,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Céu Claro,12.44,2.5,0.1,103.46690631674018,972.0,extremo,BR-392 km 350-360 (RS)
392,620.0,630.0,BR392_km620,2,RS,SANTO ANGELO,0,3,-28.17214078,-54.39257207,11.25,Ingestão de álcool pelo condutor,Colisão frontal,Céu Claro,13.0,0.2,0.0,47.54555354454864,2367.0,medio,BR-392 km 620-630 (RS)
392,630.0,640.0,BR392_km630,3,RS,GUARANI DAS MISSOES,0,2,-28.146343986666665,-54.52215249666667,2.5,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Garoa/Chuvisco,14.0,0.3,0.0,18.38175107906408,3077.0,baixo,BR-392 km 630-640 (RS)
392,640.0,650.0,BR392_km640,3,RS,GUARANI DAS MISSOES,0,3,-28.14433344,-54.57127512666667,7.777777777777778,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Céu Claro,16.666666666666668,0.3,0.0,37.817403359593904,2678.0,baixo,BR-392 km 640-650 (RS)
392,650.0,660.0,BR392_km650,4,RS,CERRO LARGO,1,4,-28.126309,-54.66775815,32.5,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Céu Claro,15.25,0.4,0.1,131.9165535153643,558.5,extremo,BR-392 km 650-660 (RS)
392,660.0,670.0,BR392_km660,2,RS,CERRO LARGO,0,4,-28.121176300000002,-54.781862335,8.333333333333332,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Céu Claro,15.0,0.2,0.0,36.80479833688741,2700.0,baixo,BR-392 km 660-670 (RS)
392,670.0,680.0,BR392_km670,2,RS,SALVADOR DAS MISSOES,0,9,-28.125425725,-54.875203,6.666666666666666,Acessar a via sem observar a presença dos outros veículos,Colisão frontal,Nublado,18.5,0.2,0.0,30.66722393250957,2844.0,baixo,BR-392 km 670-680 (RS)
392,680.0,690.0,BR392_km680,4,RS,ROQUE GONZALES,7,5,-28.1184005075,-54.953233999999995,46.33333333333333,Ausência de reação do condutor,Colisão frontal,Céu Claro,11.0,0.4,0.7,182.85842107170035,298.0,,BR-392 km 680-690 (RS)
392,700.0,710.0,BR392_km700,4,RS,PORTO XAVIER,2,2,-27.99463445,-55.129320390000004,38.75,Ausência de reação do condutor,Saída de leito carroçável,Céu Claro,15.5,0.4,0.2,154.93245753178118,408.0,,BR-392 km 700-710 (RS)
392,710.0,720.0,BR392_km710,4,RS,PORTO XAVIER,0,7,-27.9538519725,-55.1330325775,7.607142857142857,Acessar a via sem observar a presença dos outros veículos,Colisão frontal,Céu Claro,17.0,0.4,0.0,40.24749580426385,2524.0,medio,BR-392 km 710-720 (RS)
393,0.0,10.0,BR393_km0,26,ES,CACHOEIRO DE ITAPEMIRIM,1,31,-21.09768076653846,-41.61707135076923,17.147435897435898,Ausência de reação do condutor,Colisão transversal,Céu Claro,13.384615384615385,2.6,0.1,142.66624029386418,476.0,extremo,BR-393 km 0-10 (ES)
393,10.0,20.0,BR393_km10,3,ES,MUQUI,0,3,-21.431002019999998,-42.195506306666665,11.666666666666666,Animais na Pista,Atropelamento de Animal,Céu Claro,11.333333333333334,0.3,0.0,52.1384103031422,2274.5,medio,BR-393 km 10-20 (ES)
393,20.0,30.0,BR393_km20,2,ES,MUQUI,0,2,-20.944686745,-41.341559275,12.5,Acessar a via sem observar a presença dos outros veículos,Colisão frontal,Céu Claro,12.5,0.2,0.0,52.14873434783202,2266.5,medio,BR-393 km 20-30 (ES)
393,30.0,40.0,BR393_km30,1,ES,MUQUI,0,1,-20.95830011,-41.43550298,10.0,Ausência de reação do condutor,Capotamento,Sol,7.0,0.1,0.0,39.88390958376614,2575.5,baixo,BR-393 km 30-40 (ES)
393,100.0,110.0,BR393_km100,9,RJ,SAPUCAIA,2,15,-21.88232940111111,-42.68626743555556,10.925925925925926,Ausência de reação do condutor,Colisão frontal,Céu Claro,11.555555555555555,0.9,0.2,67.7613784017467,1853.0,alto,BR-393 km 100-110 (RJ)
393,110.0,120.0,BR393_km110,5,RJ,SAPUCAIA,0,4,-21.935464536,-42.794268806000005,7.0,Velocidade Incompatível,Saída de leito carroçável,Céu Claro,12.2,0.5,0.0,41.07012828588246,2513.0,medio,BR-393 km 110-120 (RJ)
393,120.0,130.0,BR393_km120,7,RJ,SAPUCAIA,1,10,-21.95971025142857,-42.85796182142857,14.142857142857142,Velocidade Incompatível,Tombamento,Céu Claro,16.571428571428573,0.7,0.1,73.49094490535714,1688.0,alto,BR-393 km 120-130 (RJ)
393,130.0,140.0,BR393_km130,9,RJ,SAPUCAIA,1,9,-21.99274301111111,-42.912480433333336,10.0,Falta de acostamento,Atropelamento de Pedestre,Céu Claro,17.22222222222222,0.9,0.1,64.351614843759,1960.0,alto,BR-393 km 130-140 (RJ)
393,140.0,150.0,BR393_km140,10,RJ,SAPUCAIA,2,13,-22.042255155,-42.998737409,13.0,Acessar a via sem observar a presença dos outros veículos,Colisão frontal,Céu Claro,11.3,1.0,0.2,78.45771192913821,1541.0,alto,BR-393 km 140-150 (RJ)
